                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     82,                0.83135,                 1.3843,                0.59398,                 1.0602,                0.81769,                0.82555,                0.86501,                 0.6542,                0.82206,                0.82938,                0.86816,                0.64336,                 1.1962,                 1.9493,                0.72547,                  1.343,             0.00091588,             0.00091588,             0.00091588
                     83,                0.83529,                 1.3658,                0.59372,                  1.053,                0.79103,                0.81641,                0.83056,                0.60711,                0.78603,                0.81253,                0.82631,                0.58931,                 1.1836,                 2.2332,                0.79863,                 1.3459,             0.00091175,             0.00091175,             0.00091175
                     84,                0.82994,                 1.3865,                0.61062,                 1.0577,                0.85218,                0.77982,                 0.8811,                0.63136,                0.88754,                0.76009,                0.88175,                0.62619,                 1.1585,                 2.0935,                0.76681,                 1.3349,             0.00090763,             0.00090763,             0.00090763
                     85,                0.81402,                 1.3433,                0.58285,                 1.0497,                0.81778,                0.74712,                0.86244,                0.61728,                0.81778,                0.74712,                0.85961,                0.61049,                 1.1576,                 2.0208,                0.85904,                 1.3752,              0.0009035,              0.0009035,              0.0009035
                     86,                0.82709,                 1.3599,                0.58895,                 1.0521,                0.84658,                0.85042,                0.88241,                0.62957,                0.83895,                0.84788,                0.87186,                0.61076,                 1.2572,                 2.1662,                 0.7043,                 1.4832,             0.00089938,             0.00089938,             0.00089938
                     87,                0.82352,                 1.3403,                 0.5829,                 1.0584,                0.84694,                0.84185,                0.89469,                0.64842,                0.88832,                0.79338,                0.88474,                0.63467,                 1.1608,                 1.9417,                0.73371,                  1.339,             0.00089525,             0.00089525,             0.00089525
                     88,                0.82111,                 1.3597,                0.58712,                 1.0546,                0.84185,                0.80813,                0.87005,                 0.6139,                0.83744,                0.80426,                0.86626,                0.60053,                 1.2067,                 2.1035,                0.78833,                  1.369,             0.00089112,             0.00089112,             0.00089112
                     89,                0.82421,                 1.3632,                0.57256,                 1.0527,                0.81661,                 0.7585,                0.83323,                0.57306,                0.84283,                0.74589,                0.83094,                0.56802,                 1.2193,                 2.0527,                0.74821,                 1.3952,               0.000887,               0.000887,               0.000887
                     90,                0.80798,                 1.3328,                0.57265,                  1.046,                0.87673,                0.83804,                0.89134,                0.61834,                0.87673,                0.83804,                0.89029,                0.60902,                 1.1902,                 2.2314,                0.71096,                 1.3858,             0.00088288,             0.00088288,             0.00088288
                     91,                 0.8117,                 1.3299,                0.56512,                 1.0517,                0.71663,                0.85496,                0.81816,                0.58259,                0.71663,                0.85496,                0.81834,                0.57487,                 1.1977,                 2.1028,                0.83835,                 1.3731,             0.00087875,             0.00087875,             0.00087875
                     92,                0.79164,                 1.3292,                0.56543,                 1.0432,                0.80021,                0.83504,                0.85816,                0.60061,                0.79704,                0.83117,                0.85517,                0.59568,                 1.2188,                 2.2405,                0.81316,                 1.4142,             0.00087462,             0.00087462,             0.00087462
                     93,                0.79547,                 1.3073,                0.57472,                 1.0408,                0.84304,                0.85169,                0.87723,                0.61131,                0.84644,                0.85547,                0.87885,                0.60353,                 1.2627,                 2.0103,                0.72407,                 1.4653,              0.0008705,              0.0008705,              0.0008705
                     94,                0.78527,                 1.2812,                0.55859,                 1.0387,                 0.8204,                0.82503,                0.88256,                0.64532,                 0.8204,                0.82503,                 0.8872,                0.63568,                 1.1962,                 2.0684,                0.73979,                 1.3468,             0.00086637,             0.00086637,             0.00086637
                     95,                0.79318,                 1.3182,                 0.5482,                 1.0372,                0.86702,                 0.7733,                 0.8698,                0.61411,                0.86702,                 0.7733,                0.86707,                0.61824,                 1.2197,                 2.0305,                0.85931,                  1.336,             0.00086225,             0.00086225,             0.00086225
                     96,                 0.7917,                 1.3142,                0.55137,                  1.044,                0.87135,                0.73047,                 0.8347,                0.59428,                0.87135,                0.73047,                0.83008,                0.59068,                  1.211,                 2.0037,                0.79837,                 1.3784,             0.00085813,             0.00085813,             0.00085813
                     97,                0.77007,                 1.2741,                0.53543,                 1.0364,                0.83414,                0.88781,                0.91049,                0.65114,                0.83414,                0.88781,                0.90919,                0.63172,                 1.1775,                 2.2068,                0.62479,                 1.3366,               0.000854,               0.000854,               0.000854
                     98,                0.78987,                 1.3033,                0.55254,                 1.0405,                0.80369,                 0.7231,                0.78836,                0.56317,                0.79686,                0.71535,                0.78778,                0.55339,                 1.2317,                 2.2168,                0.97595,                 1.3788,             0.00084988,             0.00084988,             0.00084988
                     99,                 0.7877,                  1.293,                0.55942,                 1.0381,                0.80916,                0.74362,                0.81891,                0.57363,                0.80766,                0.74527,                0.82032,                0.57148,                 1.2185,                 2.0539,                0.84591,                 1.3657,             0.00084575,             0.00084575,             0.00084575
                    100,                0.79032,                 1.3131,                0.56166,                  1.036,                0.85125,                0.74465,                0.83972,                0.61987,                0.84055,                0.74982,                0.84395,                 0.6101,                 1.2264,                 2.1797,                0.84094,                 1.4074,             0.00084162,             0.00084162,             0.00084162
                    101,                 0.7628,                 1.2786,                0.53458,                 1.0224,                 0.8221,                0.83679,                0.87877,                0.64155,                0.83053,                0.84533,                0.88442,                0.63422,                 1.1679,                 2.0875,                0.75104,                 1.3337,              0.0008375,              0.0008375,              0.0008375
                    102,                0.75868,                 1.2417,                0.51718,                 1.0213,                 0.8582,                0.78478,                0.87579,                 0.6316,                0.86719,                0.79307,                0.88452,                0.62674,                 1.1897,                 2.0508,                0.75101,                 1.3419,             0.00083337,             0.00083337,             0.00083337
