                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     60,                0.74718,                 1.1702,                0.69622,                 1.0157,                0.76712,                0.59601,                0.70243,                0.46127,                0.75474,                0.62656,                0.71086,                0.46479,                 1.1541,                 1.9431,                 1.3654,                 1.3238,             0.00089469,             0.00089469,             0.00089469
                     61,                0.76232,                  1.207,                0.71387,                 1.0232,                0.54667,                0.65753,                0.65397,                0.44488,                0.54724,                0.66091,                0.65281,                0.45592,                 1.1413,                 1.8311,                 1.4585,                 1.2751,             0.00089102,             0.00089102,             0.00089102
                     62,                0.74423,                 1.1612,                0.69136,                 1.0163,                0.66876,                0.61464,                0.70375,                 0.4783,                0.66876,                0.61464,                0.69747,                0.48592,                 1.0689,                 1.8634,                 1.3744,                 1.2176,             0.00088736,             0.00088736,             0.00088736
                     63,                 0.7339,                 1.1444,                0.65818,                 1.0007,                0.61993,                0.72143,                0.73099,                0.50528,                 0.6056,                0.77559,                0.73536,                 0.5077,                 1.1226,                 1.7896,                 1.3362,                 1.2667,             0.00088369,             0.00088369,             0.00088369
                     64,                0.76507,                 1.1671,                 0.6789,                 1.0173,                0.68363,                0.60644,                0.61885,                0.41626,                0.68349,                0.60132,                 0.6284,                0.42409,                 1.1595,                 1.8884,                 1.5412,                 1.2891,             0.00088002,             0.00088002,             0.00088002
                     65,                0.74227,                 1.1813,                0.64508,                 1.0059,                0.65755,                0.67227,                0.69758,                0.46761,                0.65755,                0.67227,                0.69584,                0.47642,                 1.0848,                 1.8221,                  1.495,                 1.2342,             0.00087636,             0.00087636,             0.00087636
                     66,                 0.7396,                 1.1699,                0.62909,                 1.0005,                0.60439,                 0.6337,                0.65058,                0.44178,                0.58897,                0.63544,                0.64482,                0.44319,                 1.1249,                  1.938,                 1.5408,                 1.2978,             0.00087269,             0.00087269,             0.00087269
                     67,                 0.7313,                 1.1474,                0.62699,                 1.0014,                0.71908,                 0.7196,                0.73092,                0.47294,                0.71908,                 0.7196,                 0.7274,                0.48272,                 1.1887,                  2.021,                 1.3568,                 1.3608,             0.00086902,             0.00086902,             0.00086902
                     68,                0.73101,                 1.1646,                0.64117,                 1.0011,                0.64272,                0.70815,                0.68262,                 0.4668,                0.63374,                0.71587,                0.68579,                0.47474,                 1.1323,                 1.9076,                 1.2771,                 1.2463,             0.00086536,             0.00086536,             0.00086536
                     69,                 0.7271,                 1.1511,                 0.6268,                0.99694,                 0.7373,                0.62895,                0.67438,                0.45413,                0.73196,                0.62369,                0.67319,                0.45939,                 1.1318,                 1.9482,                 1.3267,                 1.2842,             0.00086169,             0.00086169,             0.00086169
                     70,                0.73049,                 1.1679,                 0.6299,                 1.0006,                0.74397,                0.62797,                0.68543,                0.45149,                0.74397,                0.62797,                0.68285,                0.45761,                 1.1803,                 2.1092,                 1.3031,                 1.3293,             0.00085803,             0.00085803,             0.00085803
                     71,                0.72751,                 1.1489,                0.63891,                0.99842,                0.73953,                0.66641,                0.71913,                0.47089,                0.73953,                0.66641,                 0.7182,                0.47948,                 1.2005,                  1.936,                  1.257,                 1.3341,             0.00085436,             0.00085436,             0.00085436
                     72,                0.73363,                 1.1602,                0.64067,                  1.008,                0.71034,                0.66631,                0.71663,                0.49628,                0.71034,                0.66631,                0.71437,                0.49665,                 1.0701,                 1.9372,                 1.2164,                 1.2168,             0.00085069,             0.00085069,             0.00085069
                     73,                0.73823,                 1.1926,                0.64764,                   1.01,                0.71752,                0.68366,                0.70012,                0.48724,                0.71752,                0.68366,                0.69987,                0.49389,                 1.1182,                 1.8669,                 1.2252,                 1.2645,             0.00084703,             0.00084703,             0.00084703
                     74,                0.73867,                 1.1442,                0.63664,                 1.0069,                0.72067,                 0.6202,                0.69248,                0.47332,                0.72067,                 0.6202,                0.69142,                0.47176,                 1.0777,                 1.9635,                 1.3262,                 1.2376,             0.00084336,             0.00084336,             0.00084336
                     75,                0.72143,                 1.1375,                0.61185,                0.99679,                0.73067,                0.56191,                0.63076,                0.43571,                0.73067,                0.56191,                0.63191,                0.44217,                 1.1641,                 2.0356,                 1.4112,                 1.2897,             0.00083969,             0.00083969,             0.00083969
                     76,                0.73206,                  1.126,                0.62085,                  1.006,                0.83593,                0.57591,                0.72934,                0.49019,                0.87316,                 0.5902,                0.75133,                0.49437,                  1.179,                 2.0317,                 1.3159,                 1.3232,             0.00083603,             0.00083603,             0.00083603
                     77,                0.73761,                 1.1707,                0.64355,                 1.0083,                0.76242,                 0.6476,                0.72272,                0.49933,                0.76242,                 0.6476,                0.72934,                0.50185,                 1.1058,                 1.7974,                  1.346,                 1.2209,             0.00083236,             0.00083236,             0.00083236
                     78,                0.71365,                 1.1395,                0.61862,                0.99326,                0.70931,                0.64887,                0.69513,                0.45726,                0.70931,                0.64887,                0.69813,                0.46481,                 1.1348,                 1.8039,                 1.3402,                 1.2918,             0.00082869,             0.00082869,             0.00082869
                     79,                0.70355,                 1.1298,                0.60817,                0.98994,                0.66448,                0.77757,                0.75304,                0.50588,                0.66448,                0.77757,                0.75002,                0.51147,                 1.1099,                 1.9184,                 1.1739,                 1.2686,             0.00082503,             0.00082503,             0.00082503
                     80,                0.69629,                 1.1402,                0.59318,                0.98821,                0.66664,                0.64554,                0.66581,                0.46064,                0.66664,                0.64554,                 0.6627,                0.46001,                 1.1233,                 2.0159,                 1.3134,                 1.2903,             0.00082136,             0.00082136,             0.00082136
                     81,                0.71686,                 1.1164,                 0.6095,                0.99286,                0.64384,                0.64349,                  0.676,                0.46194,                 0.6511,                0.64821,                0.68774,                0.47001,                 1.1581,                 1.9934,                 1.2243,                 1.3031,              0.0008177,              0.0008177,              0.0008177
