                  epoch,         train/box_loss,         train/seg_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(M),      metrics/recall(M),       metrics/mAP50(M),    metrics/mAP50-95(M),           val/box_loss,           val/seg_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     77,                0.63591,                0.85298,                0.45004,                0.93269,                0.94175,                 0.9259,                0.96483,                0.82337,                0.94915,                0.93293,                0.97059,                0.82106,                0.62806,                0.94174,                0.34974,                0.94902,               0.007492,               0.007492,               0.007492
                     78,                0.63582,                0.87097,                0.44959,                 0.9324,                0.92273,                0.92036,                0.96311,                0.81691,                0.93717,                0.90405,                0.96357,                0.81188,                  0.633,                0.95332,                0.37692,                0.94786,               0.007459,               0.007459,               0.007459
                     79,                0.65058,                0.85545,                 0.4504,                0.93735,                0.95628,                0.91279,                0.97038,                0.82361,                0.96012,                0.91644,                0.97271,                0.82204,                0.61354,                0.92517,                0.35858,                0.94063,               0.007426,               0.007426,               0.007426
                     80,                0.64024,                0.85642,                0.45178,                0.93357,                0.93166,                0.92969,                0.96668,                0.81978,                0.93385,                0.93206,                0.96967,                0.81689,                0.61887,                0.93425,                0.35698,                0.93899,               0.007393,               0.007393,               0.007393
                     81,                0.63514,                0.83988,                0.44573,                0.93431,                0.92159,                0.94664,                0.97272,                0.82901,                 0.9262,                0.95138,                0.97543,                0.82241,                0.62405,                0.93308,                0.34682,                0.93812,                0.00736,                0.00736,                0.00736
                     82,                0.63949,                0.84326,                 0.4415,                0.93431,                0.94735,                0.93079,                0.97236,                0.83078,                0.94999,                0.93334,                 0.9756,                0.82506,                0.61758,                0.92276,                0.34886,                0.93319,               0.007327,               0.007327,               0.007327
                     83,                0.63476,                0.84716,                0.44043,                0.93112,                0.94148,                0.92542,                0.97168,                0.83426,                0.94518,                0.92906,                0.97356,                0.82531,                0.59995,                 0.9109,                0.36284,                0.93051,               0.007294,               0.007294,               0.007294
                     84,                0.63485,                0.85283,                0.44298,                0.93178,                0.94534,                0.93664,                 0.9692,                0.83201,                0.94957,                0.94173,                0.97324,                0.82719,                0.62315,                0.92107,                0.34444,                0.94415,               0.007261,               0.007261,               0.007261
                     85,                0.63771,                0.85383,                0.43908,                0.93338,                0.93633,                0.94056,                0.97158,                0.83603,                0.95334,                0.93844,                0.97499,                0.83081,                0.61143,                0.91325,                0.33607,                0.93007,               0.007228,               0.007228,               0.007228
                     86,                0.63113,                0.84711,                0.44232,                0.92682,                 0.9594,                0.91878,                0.97286,                0.83893,                0.94252,                 0.9473,                0.97526,                0.82891,                0.61661,                0.90254,                0.34213,                0.93666,               0.007195,               0.007195,               0.007195
                     87,                0.63825,                0.85757,                0.43986,                0.92841,                 0.9532,                0.93881,                0.97583,                0.83858,                0.95847,                0.94719,                0.97854,                0.82716,                0.61206,                0.92127,                0.34007,                 0.9277,               0.007162,               0.007162,               0.007162
                     88,                0.63092,                0.84929,                0.43682,                 0.9303,                0.95842,                0.93658,                0.97487,                0.84119,                0.95883,                0.93844,                0.97509,                0.83333,                 0.6108,                  0.915,                 0.3342,                 0.9305,               0.007129,               0.007129,               0.007129
                     89,                0.62802,                0.82245,                0.43191,                0.92931,                0.96829,                0.93765,                0.97373,                0.83681,                0.97474,                0.94384,                 0.9776,                0.83115,                0.60462,                 0.9181,                0.33012,                0.93005,               0.007096,               0.007096,               0.007096
                     90,                0.62347,                0.84194,                0.43004,                0.92736,                0.95571,                0.93454,                0.97809,                0.83678,                0.95307,                0.93198,                0.97874,                0.83113,                 0.6174,                0.92898,                0.32866,                0.93805,               0.007063,               0.007063,               0.007063
                     91,                0.62814,                0.84576,                0.43578,                0.92648,                0.94788,                0.95387,                0.98068,                0.83888,                0.94829,                0.94974,                0.97949,                0.83167,                0.60934,                0.92387,                0.32071,                0.93717,                0.00703,                0.00703,                0.00703
                     92,                0.62577,                0.82247,                0.43213,                0.92502,                 0.9677,                0.93627,                0.97651,                0.83706,                0.97138,                 0.9362,                0.97968,                0.83187,                0.60938,                 0.9164,                0.32657,                0.93846,               0.006997,               0.006997,               0.006997
                     93,                0.62246,                0.83461,                0.42943,                0.92757,                 0.9644,                0.94937,                0.97867,                0.84462,                 0.9657,                0.95045,                0.98191,                0.83721,                0.59956,                0.89741,                0.32717,                0.92556,               0.006964,               0.006964,               0.006964
                     94,                0.61875,                0.82236,                0.42046,                0.92451,                0.96283,                 0.9479,                0.97808,                 0.8371,                0.96239,                0.94753,                0.97865,                0.83354,                0.61243,                0.91261,                0.33688,                0.93259,               0.006931,               0.006931,               0.006931
                     95,                0.60624,                0.82258,                0.41274,                0.92365,                0.94645,                0.94077,                0.97677,                0.83741,                0.95989,                0.94262,                0.98213,                0.82909,                0.60691,                 0.9097,                0.32892,                0.93077,               0.006898,               0.006898,               0.006898
                     96,                0.62342,                0.82594,                0.42269,                0.92722,                0.96197,                0.93918,                0.97718,                0.83758,                0.96137,                0.94586,                0.97968,                 0.8302,                0.60667,                0.91292,                0.33867,                0.93079,               0.006865,               0.006865,               0.006865
                     97,                0.62198,                0.83067,                0.42246,                 0.9286,                0.96793,                 0.9279,                0.97828,                0.83992,                0.96445,                0.93552,                0.97974,                0.83267,                0.60317,                0.90949,                0.32316,                0.93314,               0.006832,               0.006832,               0.006832
                     98,                0.62073,                0.82799,                0.41921,                0.92183,                0.96822,                0.93783,                0.97751,                0.84263,                0.97313,                0.94257,                0.98024,                0.83533,                0.60249,                0.90025,                0.31837,                0.93438,               0.006799,               0.006799,               0.006799
                     99,                0.61647,                 0.8147,                0.41087,                0.91911,                 0.9638,                0.93647,                0.97895,                0.84597,                 0.9638,                0.93647,                0.98036,                0.83566,                 0.5955,                0.90917,                 0.3181,                0.92673,               0.006766,               0.006766,               0.006766
